,store_id,store_name,original_index,blog_tab
0,1377489285,가위소리,2,https://m.place.naver.com/hairshop/1377489285/review/ugc
1,1301106348,이엠헤어,0,https://m.place.naver.com/hairshop/1301106348/review/ugc
2,19365874,콤마헤어,4,https://m.place.naver.com/hairshop/19365874/review/ugc
3,1425855148,오늘우리헤어,1,https://m.place.naver.com/hairshop/1425855148/review/ugc
4,1056773587,채진미장원CLASSJIN,3,https://m.place.naver.com/hairshop/1056773587/review/ugc
5,34849681,살롱엘라,7,https://m.place.naver.com/hairshop/34849681/review/ugc
6,1160965149,벤헤어,5,https://m.place.naver.com/hairshop/1160965149/review/ugc
7,1638695897,벨라로그,6,https://m.place.naver.com/hairshop/1638695897/review/ugc
8,1975179410,트리코드헤어살롱 by이철 마곡나루역점,8,https://m.place.naver.com/hairshop/1975179410/review/ugc
9,1941387660,도도헤어살롱,9,https://m.place.naver.com/hairshop/1941387660/review/ugc
10,37811931,헤어바이혁,13,https://m.place.naver.com/hairshop/37811931/review/ugc
11,1009586447,아리아헤어,14,https://m.place.naver.com/hairshop/1009586447/review/ugc
12,1575119094,바나니헤어에틀리에,10,https://m.place.naver.com/hairshop/1575119094/review/ugc
13,1214144289,오즈헤어,12,https://m.place.naver.com/hairshop/1214144289/review/ugc
14,37555920,스카이헤어,11,https://m.place.naver.com/hairshop/37555920/review/ugc
15,1221697807,H헤어,15,https://m.place.naver.com/hairshop/1221697807/review/ugc
16,37537948,김희경헤어그라또,18,https://m.place.naver.com/hairshop/37537948/review/ugc
17,222490071,제이프롬헤어,17,https://m.place.naver.com/hairshop/222490071/review/ugc
18,1239826648,ONL HAIR,19,https://m.place.naver.com/hairshop/1239826648/review/ugc
19,1801507199,JUST HAIR 1호점,21,https://m.place.naver.com/hairshop/1801507199/review/ugc
20,98331830,퍼스트헤어,20,https://m.place.naver.com/hairshop/98331830/review/ugc
21,1376598724,아이앤투헤어 장승배기점,23,https://m.place.naver.com/hairshop/1376598724/review/ugc
22,1106962976,더 모스트 헤어살롱,22,https://m.place.naver.com/hairshop/1106962976/review/ugc
23,1456885794,루시드헤어,27,https://m.place.naver.com/hairshop/1456885794/review/ugc
24,1780653098,브로스헤어,25,https://m.place.naver.com/hairshop/1780653098/review/ugc
25,1990571533,헤어칩,29,https://m.place.naver.com/hairshop/1990571533/review/ugc
26,141511818,플랜에이치 우장산9호점,28,https://m.place.naver.com/hairshop/141511818/review/ugc
27,324100348,라벨르헤어,31,https://m.place.naver.com/hairshop/324100348/review/ugc
28,1895495478,헤이즈 헤어,30,https://m.place.naver.com/hairshop/1895495478/review/ugc
29,1495445786,청아살롱,33,https://m.place.naver.com/hairshop/1495445786/review/ugc
30,1762977808,살롱 드 아우라,32,https://m.place.naver.com/hairshop/1762977808/review/ugc
31,1128049432,김영옥헤어,34,https://m.place.naver.com/hairshop/1128049432/review/ugc
32,1849551342,정다운 미용실,36,https://m.place.naver.com/hairshop/1849551342/review/ugc
33,1182378191,ABC헤어 잠실새내역점,38,https://m.place.naver.com/hairshop/1182378191/review/ugc
34,20643542,윤성애헤어클럽,39,https://m.place.naver.com/hairshop/20643542/review/ugc
35,1153061098,더볼룸,35,https://m.place.naver.com/hairshop/1153061098/review/ugc
36,454207279,헤어오브지호,37,https://m.place.naver.com/hairshop/454207279/review/ugc
37,1786168297,으니샵,41,https://m.place.naver.com/hairshop/1786168297/review/ugc
38,1218427419,에스뷰티헤어살롱,44,https://m.place.naver.com/hairshop/1218427419/review/ugc
39,34658788,더공감헤어 성내점,43,https://m.place.naver.com/hairshop/34658788/review/ugc
40,1500944826,나임헤어,42,https://m.place.naver.com/hairshop/1500944826/review/ugc
41,1602419842,한올살롱,40,https://m.place.naver.com/hairshop/1602419842/review/ugc
42,1829456737,연이네쌀롱,46,https://m.place.naver.com/hairshop/1829456737/review/ugc
43,1102580435,1988,47,https://m.place.naver.com/hairshop/1102580435/review/ugc
44,1073357697,나뷰티살롱,48,https://m.place.naver.com/hairshop/1073357697/review/ugc
45,36803944,용군샵,49,https://m.place.naver.com/hairshop/36803944/review/ugc
46,1789310599,살롱드모모,45,https://m.place.naver.com/hairshop/1789310599/review/ugc
47,1688642404,피다헤어  미용실,53,https://m.place.naver.com/hairshop/1688642404/review/ugc
48,1097600947,리에주헤어,51,https://m.place.naver.com/hairshop/1097600947/review/ugc
49,1515198983,꼬뜨헤어살롱,56,https://m.place.naver.com/hairshop/1515198983/review/ugc
50,1947975622,오늘 헤어,61,https://m.place.naver.com/hairshop/1947975622/review/ugc
51,1431315944,아누헤어,62,https://m.place.naver.com/hairshop/1431315944/review/ugc
52,1009973216,비엠커트전문점,67,https://m.place.naver.com/hairshop/1009973216/review/ugc
53,35586030,카미유헤어,68,https://m.place.naver.com/hairshop/35586030/review/ugc
54,13355182,노주원헤어그라프,69,https://m.place.naver.com/hairshop/13355182/review/ugc
55,820275320,제인헤어,74,https://m.place.naver.com/hairshop/820275320/review/ugc
56,37351029,W헤어,76,https://m.place.naver.com/hairshop/37351029/review/ugc
57,36874243,스타일리스트,77,https://m.place.naver.com/hairshop/36874243/review/ugc
58,38673745,더모스트,87,https://m.place.naver.com/hairshop/38673745/review/ugc
59,1090057132,컬투헤어,92,https://m.place.naver.com/hairshop/1090057132/review/ugc
60,1612223068,살롱드제이,97,https://m.place.naver.com/hairshop/1612223068/review/ugc
61,37879391,리안헤어 가산점,103,https://m.place.naver.com/hairshop/37879391/review/ugc
62,1057914853,나만의미용실,100,https://m.place.naver.com/hairshop/1057914853/review/ugc
63,1537230900,엠블랑헤어,107,https://m.place.naver.com/hairshop/1537230900/review/ugc
64,1530257709,에이치헤어샵,109,https://m.place.naver.com/hairshop/1530257709/review/ugc
65,1977344048,미장원by연,113,https://m.place.naver.com/hairshop/1977344048/review/ugc
66,1961361127,보다헤어,110,https://m.place.naver.com/hairshop/1961361127/review/ugc
67,1567973203,W헤어동묘역점,119,https://m.place.naver.com/hairshop/1567973203/review/ugc
68,412502391,씨크헤어,125,https://m.place.naver.com/hairshop/412502391/review/ugc
69,1429707028,김은제헤어,129,https://m.place.naver.com/hairshop/1429707028/review/ugc
70,31392501,마리앤두헤어,130,https://m.place.naver.com/hairshop/31392501/review/ugc
71,1440463147,크리헤어티브,139,https://m.place.naver.com/hairshop/1440463147/review/ugc
72,1663777265,아르테헤어,137,https://m.place.naver.com/hairshop/1663777265/review/ugc
73,1655198684,헤어리베,144,https://m.place.naver.com/hairshop/1655198684/review/ugc
74,1498318132,헤어지지마,149,https://m.place.naver.com/hairshop/1498318132/review/ugc
75,20907995,도미용실,145,https://m.place.naver.com/hairshop/20907995/review/ugc
76,1739882972,헤어스튜디오L,148,https://m.place.naver.com/hairshop/1739882972/review/ugc
77,1276690161,다옴헤어,150,https://m.place.naver.com/hairshop/1276690161/review/ugc
78,13399624,수인헤어,156,https://m.place.naver.com/hairshop/13399624/review/ugc
79,37069925,헤어광,158,https://m.place.naver.com/hairshop/37069925/review/ugc
80,1396611509,감동헤어,164,https://m.place.naver.com/hairshop/1396611509/review/ugc
81,1575858178,라이프헤어,161,https://m.place.naver.com/hairshop/1575858178/review/ugc
82,1268092204,헤어드그라,166,https://m.place.naver.com/hairshop/1268092204/review/ugc
83,36178201,헤어멘토,169,https://m.place.naver.com/hairshop/36178201/review/ugc
84,20828050,히즈모 동부이촌점,170,https://m.place.naver.com/hairshop/20828050/review/ugc
85,1917865107,샵890헤어살롱,178,https://m.place.naver.com/hairshop/1917865107/review/ugc
86,1210134087,미니샵,177,https://m.place.naver.com/hairshop/1210134087/review/ugc
87,1011821824,라우라헤어살롱,181,https://m.place.naver.com/hairshop/1011821824/review/ugc
88,1272098327,늘봄헤어,185,https://m.place.naver.com/hairshop/1272098327/review/ugc
89,38495007,헤어바이민,188,https://m.place.naver.com/hairshop/38495007/review/ugc
